Date,FPT_DATA,HPG_DATA,MBB_DATA,MWG_DATA,VIC_DATA
2015-10-13,-0.006546,-0.01201,0.0,0.007431,-0.009298
2015-10-14,0.026016,-0.00317,-0.006638,0.007494,-0.007031
2015-10-15,-0.002077,0.0,0.0,0.014705,0.0
2015-10-16,0.002077,-0.009278,0.0,0.021603,0.007031
2015-10-19,0.008524,0.0,-0.007002,0.007174,-0.002338
2015-10-20,0.004278,-0.019115,-0.013505,-0.021563,-0.011773
2015-10-21,-0.006337,-0.006255,-0.014018,-0.029414,-0.011913
2015-10-22,-0.00215,0.006255,0.006871,0.014815,0.018994
2015-10-23,0.00421,0.012686,0.007148,0.0,0.043757
2015-10-26,0.010575,0.00322,-0.014018,0.0,0.002249
2015-10-27,0.008363,-0.00645,-0.007249,-0.007321,-0.002249
2015-10-28,0.01652,-0.009456,-0.006969,0.007321,0.0
2015-10-29,0.010208,0.003261,0.0,0.064134,0.035385
2015-10-30,0.0,0.0,0.028236,0.020423,-0.010924
2015-11-02,0.004087,-0.009515,0.0,-0.013606,-0.011044
2015-11-03,0.058843,0.009515,0.0,0.00688,0.021968
2015-11-04,-0.009583,-0.012807,-0.014018,-0.00688,-0.008729
2015-11-05,0.028402,-0.003303,0.0,0.027029,-0.002194
2015-11-06,-0.018819,0.0,0.0,-0.027029,-0.008826
2015-11-09,-0.019258,-0.009671,0.020793,0.013606,0.0
2015-11-10,-0.00977,-0.006398,-0.013923,-0.006725,-0.013386
2015-11-11,-0.009866,-0.006746,0.007148,0.006725,-0.009067
2015-11-12,0.048386,-0.006483,0.013505,0.026668,-0.009107
2015-11-13,0.027872,0.0,0.020548,0.025975,0.013672
2015-11-16,-0.00923,-0.016865,-0.006907,0.019099,-0.020557
2015-11-17,-0.037717,0.020266,-0.01364,-0.019099,0.0
2015-11-18,0.0,-0.003401,0.01364,0.006441,0.006885
2015-11-19,-0.009675,-0.00996,-0.006638,-0.006441,-0.006885
2015-11-20,-0.00977,0.003123,-0.007002,0.012739,0.006885
2015-11-23,-0.029815,0.010237,0.0,0.025001,0.0
2015-11-24,-0.008108,-0.003401,-0.013505,0.01227,-0.006885
2015-11-25,0.018173,0.0326,0.0,0.006128,0.0
2015-11-26,-0.020231,0.019003,0.0,-0.018398,-0.004617
2015-11-27,-0.002062,-0.01243,-0.007148,-0.04412,-0.01398
2015-11-30,-0.012297,-0.025944,-0.014119,-0.032841,0.004682
2015-12-01,-0.002092,-0.006746,0.007249,0.006698,0.0
2015-12-02,0.004096,0.009798,0.006871,0.013157,-0.004682
2015-12-03,0.002084,0.0,0.0,-0.00661,0.004682
2015-12-04,-0.012399,-0.009798,-0.006871,0.0,-0.011745
2015-12-07,-0.008465,-0.013319,-0.007249,-0.006548,0.0
2015-12-08,0.031135,0.013319,0.0,0.01962,0.00236
2015-12-09,-0.016451,-0.016442,-0.006969,-0.026317,-0.014245
2015-12-10,-0.008328,-0.013541,0.0,-0.013423,-0.012028
2015-12-11,0.004131,0.013541,0.0,0.020121,0.004829
2015-12-14,-0.004131,0.02624,0.014217,0.006548,-0.004829
2015-12-15,0.014508,0.0,-0.007249,0.00661,0.004829
2015-12-16,0.006142,-0.003052,0.0,0.025807,0.004805
2015-12-17,0.008159,-0.003368,0.007249,0.006298,0.004782
2015-12-18,-0.006092,0.0,-0.007249,-0.006298,-0.04643
2015-12-21,-0.008209,-0.013274,-0.006969,0.006298,0.036842
2015-12-22,-0.008277,-0.009994,0.0,-0.012739,0.002406
2015-12-23,-0.004122,-0.006929,0.0,0.006441,0.0024
2015-12-24,-0.00211,0.0,0.0,0.006298,0.007165
2015-12-25,0.0,0.0,0.0,-0.019118,0.009474
2015-12-28,0.006232,-0.020435,0.0,0.025478,0.0256
2015-12-29,0.004189,0.0,0.0,0.0,0.044971
2015-12-30,0.0,0.013776,0.0,0.018642,0.010924
2015-12-31,0.0,-0.003506,0.041741,-0.0313,-0.00654
2016-01-04,-0.01042,-0.013824,-0.034772,0.006298,0.038613
2016-01-05,0.0,-0.010413,-0.006969,0.0,0.0
2016-01-06,0.00211,0.01751,0.006969,-0.006298,0.0
2016-01-07,-0.018977,-0.028033,-0.014322,-0.032416,0.010466
2016-01-08,-0.015061,-0.018012,-0.00707,-0.013245,0.0
2016-01-11,-0.008672,0.0,-0.00746,-0.013423,0.006266
2016-01-12,0.021583,0.011046,0.01453,0.013423,-0.006266
2016-01-13,-0.010733,-0.01814,-0.00707,-0.006635,-0.002085
2016-01-14,-0.004273,-0.036945,0.0,-0.013513,0.002085
2016-01-15,-0.002187,-0.038728,-0.00746,-0.013698,-0.010466
2016-01-18,-0.026358,-0.027805,-0.029358,-0.049535,0.0
2016-01-19,0.004397,0.016036,0.014959,0.028573,0.0
2016-01-20,-0.004397,0.0,-0.007626,-0.014185,-0.002106
2016-01-21,0.0,0.011769,-0.007334,-0.014389,0.008399
2016-01-22,-0.002251,0.004014,0.022185,-0.014599,0.010439
2016-01-25,0.050013,0.060753,0.043274,0.057158,0.0
2016-01-26,-0.025793,-0.029915,-0.007249,-0.013986,-0.006266
2016-01-27,0.008672,0.015069,0.007249,0.007074,-0.010466
2016-01-28,-0.006475,-0.011193,0.020793,-0.021258,0.016732
2016-01-29,0.008653,0.036945,-0.006775,0.028171,-0.01463
2016-02-01,0.004342,-0.029586,0.0,0.0,-0.012679
2016-02-02,-0.008615,0.003833,0.0,0.0,0.0
2016-02-03,0.008615,0.0,-0.007148,0.0,0.0
2016-02-04,-0.002169,0.007278,0.013923,0.0,0.0
2016-02-05,0.00856,0.0,0.013732,0.020674,-0.008543
2016-02-15,-0.004314,-0.022347,0.020095,-0.013698,-0.023877
2016-02-16,0.012801,0.011236,0.0,0.0,0.002194
2016-02-17,0.004174,0.0,-0.006549,-0.006976,-0.002194
2016-02-18,0.012587,0.003833,0.0,0.034187,0.010924
2016-02-19,-0.008346,0.007278,0.039269,-0.006788,-0.01975
2016-02-22,0.010442,0.007568,0.0,0.026668,0.002214
2016-02-23,-0.008328,0.0,-0.012716,0.013072,0.008806
2016-02-24,0.0,0.0,0.0,0.006524,-0.004393
2016-02-25,-0.004233,0.003763,-0.013188,-0.019596,0.002199
2016-02-26,0.002119,0.039168,-0.006815,-0.006548,-0.011044
2016-02-29,0.002114,-0.017553,-0.027097,-0.006698,-0.020235
2016-03-01,0.008328,-0.018207,0.033912,0.006698,0.0
2016-03-02,0.010334,-0.007171,-0.006815,0.045262,0.020235
2016-03-03,0.001988,-0.007568,0.0,0.0,0.008845
2016-03-04,0.004129,0.018475,0.0,0.006359,0.008768
2016-03-07,-0.008192,0.010789,-0.013457,-0.006359,0.0
2016-03-08,-0.012457,0.038808,0.0,-0.006298,0.013009
2016-03-09,0.0,-0.013968,0.009407,-0.006441,0.002152
2016-03-10,0.004197,0.003592,0.006533,0.012739,0.0
2016-03-11,0.00618,0.006822,-0.006533,0.006359,-0.023929
2016-03-14,0.004154,0.040913,-0.013512,0.0,0.0
2016-03-15,-0.004154,0.0,0.0,0.0,-0.008845
2016-03-16,0.0,-0.003424,0.0,-0.032002,-0.008924
2016-03-17,0.0,0.003424,0.006621,0.0,0.008924
2016-03-18,0.01635,-0.009994,0.0,0.0,-0.020235
2016-03-21,-0.00205,0.003447,-0.006621,0.012903,0.024667
2016-03-22,-0.010147,-0.010376,-0.006984,-0.012903,0.006612
2016-03-23,0.0,-0.006659,0.0,0.012903,-0.002199
2016-03-24,-0.006238,-0.01733,-0.006713,0.006441,-0.006627
2016-03-25,-0.010315,0.007097,0.006713,0.0,0.015394
2016-03-28,0.002021,0.030392,0.0,-0.006441,0.019451
2016-03-29,-0.010486,-0.003123,-0.006713,-0.006379,0.002138
2016-03-30,0.0,-0.010376,-0.007081,-0.006524,0.004262
2016-03-31,-0.008452,0.0,-0.006806,-0.01962,0.004244
2016-04-01,-0.006365,-0.016893,-0.014082,0.0,0.0
2016-04-04,0.0,0.006728,0.0,-0.006698,-0.00212
2016-04-05,0.004305,0.003506,0.006902,0.013245,0.0
2016-04-06,0.008469,0.030396,0.021067,-0.006548,0.010555
2016-04-07,0.008398,-0.003401,0.0,0.006548,-0.008435
2016-04-08,-0.004233,0.022961,-0.007081,0.00661,0.006333
2016-04-11,0.006342,0.022446,0.007081,0.006462,0.061252
2016-04-12,-0.004224,0.006196,-0.007081,-0.006462,0.029292
2016-04-13,-0.002119,-0.019003,0.0,-0.00661,0.0
2016-04-14,-0.002123,0.009547,0.007081,-0.006548,0.009565
2016-04-15,-0.006311,-0.002974,-0.013887,0.006548,-0.009565
2016-04-19,-0.004201,-0.012888,0.006806,-0.026668,-0.045253
2016-04-20,0.00206,0.009607,0.007081,0.0,0.015961
2016-04-21,0.004278,0.009515,0.006713,0.0,0.019599
2016-04-22,0.01053,0.037466,0.020496,0.0,0.056627
2016-04-25,0.00211,0.009081,0.0,0.03974,-0.037369
2016-04-26,0.0,0.0,0.0,-0.006462,0.028157
2016-04-27,-0.004224,-0.009081,-0.013512,-0.00661,-0.018683
2016-04-28,0.014539,-0.006291,0.006621,0.0,-0.019039
2016-04-29,0.004163,0.030511,0.020222,-0.013245,0.009565
2016-05-04,-0.010356,0.043556,0.0,0.032841,-0.029009
2016-05-05,-0.006232,0.0,0.0,0.01282,0.009752
2016-05-06,-0.006356,-0.028917,0.013156,0.0,0.019258
2016-05-09,-0.006311,-0.003021,0.0,0.0,-0.009565
2016-05-10,0.002136,-0.011618,-0.006709,-0.006441,0.0
2016-05-11,0.008416,0.029337,0.006709,0.006441,0.028424
2016-05-12,-0.006284,-0.014698,-0.013156,-0.01282,0.0
2016-05-13,0.0,-0.020779,0.0,-0.019596,0.0
2016-05-16,-0.002132,-0.003084,-0.006799,0.0,0.027638
2016-05-17,0.006297,0.012003,0.0,0.013072,-0.009128
2016-05-18,0.002119,-0.014815,0.019955,0.0,-0.01851
2016-05-19,0.0,0.002812,0.019266,-0.006462,0.0
2016-05-20,0.004224,0.0,0.006538,0.006462,-0.038117
2016-05-23,-0.00211,0.01505,-0.019441,0.038221,0.009693
2016-05-24,-0.002114,0.0,0.006623,0.042868,0.0
2016-05-25,0.0,0.0,-0.019695,0.005922,0.0
2016-05-26,-0.004242,-0.01505,0.006709,-0.01797,-0.019445
2016-05-27,-0.007338,0.003084,0.006363,0.023952,0.009752
2016-05-30,0.002395,0.015004,0.012903,0.011764,0.038117
2016-05-31,-0.007288,0.0,0.0,0.005784,-0.018859
2016-06-01,0.0,0.017496,0.0,-0.005784,0.018859
2016-06-02,0.0,0.023039,0.0,0.0,0.0
2016-06-03,-0.002499,0.011323,-0.012903,0.028774,0.009298
2016-06-06,-0.00736,-0.005777,-0.006363,0.044452,-0.009298
2016-06-07,0.002431,0.025226,0.012985,0.03738,0.01851
2016-06-08,0.00493,0.016302,-0.006623,-0.010526,0.0
2016-06-09,-0.00493,-0.00532,0.006623,-0.02139,0.0
2016-06-10,0.0,0.008095,-0.006623,0.016043,-0.009212
2016-06-13,-0.002431,-0.013699,-0.006363,0.0,-0.028157
2016-06-14,0.002431,0.037844,0.0,0.061875,0.018859
2016-06-15,-0.004954,0.002456,0.0,-0.004972,0.0
2016-06-16,0.002524,0.002695,-0.006709,0.024775,0.0
2016-06-17,0.0,-0.018521,0.0,-0.019803,-0.028424
2016-06-20,0.055365,0.026321,-0.006447,0.067659,0.028424
2016-06-21,0.0,0.020664,0.0,0.009302,0.009298
2016-06-22,-0.007014,0.010174,-0.006799,0.0,-0.028157
2016-06-23,-0.011912,0.012632,0.0,0.062801,0.009474
2016-06-24,-0.024173,-0.033084,-0.006533,0.059089,-0.019039
2016-06-27,0.007356,0.005272,0.0,0.0,0.032601
2016-06-28,0.0,-0.007918,0.0,-0.024898,-0.014576
2016-06-29,0.019244,0.015538,0.006533,0.04919,0.006273
2016-06-30,-0.004776,0.007561,-0.006533,-0.016129,0.028764
2016-07-01,0.002349,0.004931,0.006533,0.0,0.031858
2016-07-04,0.014228,0.002573,0.0,0.008097,0.0
2016-07-05,-0.007047,0.007449,0.013245,-0.008097,0.0
2016-07-06,0.002327,0.019748,-0.006447,0.0,0.0
2016-07-07,0.023382,0.042948,0.0,0.063013,0.009761
2016-07-08,0.006869,-0.002399,0.0,-0.007663,0.0
2016-07-11,-0.02322,-0.052903,0.006447,0.015267,-0.009761
2016-07-12,0.0,0.014852,-0.013245,0.022473,0.019428
2016-07-13,0.007064,0.011949,0.019955,0.036368,0.056087
2016-07-14,0.002289,-0.034195,0.012985,0.0,-0.027666
2016-07-15,-0.009353,0.009923,0.0,-0.021661,0.018529
2016-07-18,0.0,0.041162,0.0,0.014493,-0.009221
2016-07-19,-0.016539,-0.007298,-0.019695,0.007168,-0.037728
2016-07-20,-0.007149,-0.02154,-0.006447,-0.051293,-0.039241
2016-07-21,0.0,0.002492,0.006447,-0.030537,0.009956
2016-07-22,-0.007285,-0.024738,0.0,0.045462,-0.009956
2016-07-25,-0.004858,0.017244,-0.013245,-0.014926,0.009956
2016-07-26,-0.004882,0.033841,0.006799,-0.022815,0.0
2016-07-27,0.00974,0.020934,0.006447,0.0,0.009857
2016-07-28,0.0,0.031857,-0.006447,0.022815,0.029002
2016-07-29,-0.007253,-0.002092,-0.006799,0.007491,-0.029002
2016-08-01,0.002395,-0.009048,0.0,-0.030305,0.009761
2016-08-02,-0.012206,-0.032438,-0.006533,-0.047253,-0.009761
2016-08-03,-0.002511,0.011721,0.0,0.0,-0.033886
2016-08-04,-0.002431,-0.013907,-0.00689,0.039531,-0.037214
2016-08-05,0.002431,0.011531,0.0,0.02299,-0.060752
2016-08-08,0.002511,-0.006946,0.0,0.0,0.0
2016-08-09,0.007324,0.011694,0.0,-0.007605,0.017748
2016-08-10,0.004882,0.045041,0.00689,0.007605,0.06591
2016-08-11,0.016942,0.015317,0.006533,0.051672,0.008201
2016-08-12,-0.004799,-0.004265,-0.006533,-0.014493,0.0
2016-08-15,0.0,0.010931,0.0,0.028779,0.0
2016-08-16,0.026075,0.014987,-0.00689,0.027974,-0.022717
2016-08-17,0.011609,0.033353,0.00689,0.060219,0.0
2016-08-18,-0.002278,0.004211,0.0,-0.019673,0.0
2016-08-19,-0.016345,-0.012494,-0.00689,0.006601,-0.004186
2016-08-22,-0.021512,0.006363,0.0,-0.006601,-0.016923
2016-08-23,0.004811,0.016205,0.0,0.013158,0.033564
2016-08-24,0.007215,-0.00607,0.0,-0.046831,0.0
2016-08-25,0.009485,0.009279,0.00689,-0.02778,-0.004134
2016-08-26,0.013979,-0.00947,0.0,0.007018,-0.006234
2016-08-29,-0.009353,-0.026026,-0.00689,-0.042864,0.0
2016-08-30,0.0,0.009525,0.0,0.049832,0.002082
2016-08-31,0.030122,0.021247,0.0,0.0,0.0
2016-09-01,0.013584,-0.009324,0.0,-0.006969,-0.002082
2016-09-05,0.0,-0.009604,-0.006621,0.013889,-0.002087
2016-09-06,-0.006809,0.007116,0.0,0.006873,0.0
2016-09-07,-0.002227,0.039457,0.006621,-0.013793,-0.00839
